"","searchText","label","alias","description","uri","methodSitelinks","methodSitelinksResult","methodB","methodBResult","methodCMatch","methodCResult","methodC","matchFilter"
"1","Barack Hussein Obama II","Barack Obama","Barack Hussein Obama II","44th president of the United States","http://www.wikidata.org/entity/Q76",FALSE,NA,TRUE,"Q76",347,"Q76",TRUE,TRUE
"2","Barack Obama","Barack Obama","","44th president of the United States","http://www.wikidata.org/entity/Q76",FALSE,NA,TRUE,"Q76",347,"Q76",TRUE,TRUE
"3","President Barack Obama","Barack Obama","President Barack Obama","44th president of the United States","http://www.wikidata.org/entity/Q76",FALSE,NA,TRUE,"Q76",347,"Q76",TRUE,TRUE
"4","President Obama","Barack Obama","President Obama","44th president of the United States","http://www.wikidata.org/entity/Q76",FALSE,NA,TRUE,"Q76",347,"Q76",TRUE,TRUE
"5","New York City","New York City","","city in state of New York, largest city in the United States by population","http://www.wikidata.org/entity/Q60",FALSE,NA,TRUE,"Q60",34,"Q60",TRUE,TRUE
"6","Protestant churches","Protestantism","Protestant churches","division within Christianity, originating from the Reformation in the 16th century against the Roman Catholic Church, that rejects the Roman Catholic doctrines of papal supremacy and sacraments","http://www.wikidata.org/entity/Q23540",FALSE,NA,TRUE,"Q23540",18,"Q23540",TRUE,TRUE
"7","African Americans","African Americans","","racial or ethnic group in the United States with African ancestry","http://www.wikidata.org/entity/Q49085",FALSE,NA,TRUE,"Q49085",14,"Q49085",TRUE,TRUE
"8","United Church of Christ","United Church of Christ","","Protestant Christian denomination","http://www.wikidata.org/entity/Q426316",FALSE,NA,TRUE,"Q426316",12,"Q426316",TRUE,TRUE
"9","U.S. senator","United States senator","U.S. senator","member of the United States Senate","http://www.wikidata.org/entity/Q4416090",FALSE,NA,TRUE,"Q4416090",5,"Q4416090",TRUE,TRUE
"10","Barack Hussein Obama II","Barack Hussein Obama II","","Wikimedia permanent duplicate item","http://www.wikidata.org/entity/Q13202704",FALSE,NA,TRUE,"Q13202704",2,NA,FALSE,TRUE
"11","community organizer","community organizer","","profession","http://www.wikidata.org/entity/Q28532974",FALSE,NA,TRUE,"Q28532974",1,"Q28532974",TRUE,TRUE
"12","Community organizer","community organizer","","profession","http://www.wikidata.org/entity/Q28532974",FALSE,NA,TRUE,"Q28532974",1,"Q28532974",TRUE,TRUE
"13","Jesus Christ","Jesus Christ","","Jewish preacher and religious leader, central figure of Christianity","http://www.wikidata.org/entity/Q302",FALSE,NA,FALSE,NA,82,"Q302",TRUE,TRUE
"14","St. Francis of Assisi","Francis of Assisi","St. Francis of Assisi","Catholic saint and founder of the Franciscan Order","http://www.wikidata.org/entity/Q676555",FALSE,NA,FALSE,NA,68,"Q676555",TRUE,TRUE
"15","South Africa","South Africa","","republic in Southern Africa","http://www.wikidata.org/entity/Q258",FALSE,NA,FALSE,NA,43,"Q258",TRUE,TRUE
"16","George Robertson","George Robertson","","American congressman","http://www.wikidata.org/entity/Q1508191",FALSE,NA,FALSE,NA,32,"Q1508191",TRUE,TRUE
"17","North Carolina","North Carolina","","state of the United States of America","http://www.wikidata.org/entity/Q1454",FALSE,NA,FALSE,NA,32,"Q1454",TRUE,TRUE
"18","Matthew Shepard","Matthew Shepard","","American student and murder victim","http://www.wikidata.org/entity/Q313244",FALSE,NA,FALSE,NA,31,"Q313244",TRUE,TRUE
"19","U.S. Air Force","United States Air Force","U.S. Air Force","air warfare branch of the United States Armed Forces","http://www.wikidata.org/entity/Q11223",FALSE,NA,FALSE,NA,30,"Q11223",TRUE,TRUE
"20","Christian faith","Christianity","Christian faith","monotheistic religious group based on the belief of Jesus being the Son of God","http://www.wikidata.org/entity/Q5043",FALSE,NA,FALSE,NA,29,"Q5043",TRUE,TRUE
"21","New Hampshire","New Hampshire","","state of the United States of America","http://www.wikidata.org/entity/Q759",FALSE,NA,FALSE,NA,29,"Q759",TRUE,TRUE
"22","Mexico City","Mexico City","","capital city of Mexico","http://www.wikidata.org/entity/Q1489",FALSE,NA,FALSE,NA,26,"Q1489",TRUE,TRUE
"23","Middle East","Middle East","","region that encompasses majority of Western Asia and Egypt","http://www.wikidata.org/entity/Q7204",FALSE,NA,FALSE,NA,24,"Q7204",TRUE,TRUE
"24","Palestinian National Authority","Palestinian National Authority","","interim government in Western Asia, governing West Bank Areas A and B since 1994 and, until 2006, the Gaza Strip","http://www.wikidata.org/entity/Q42620",FALSE,NA,FALSE,NA,24,"Q42620",TRUE,TRUE
"25","Palestinian territories","Palestinian National Authority","Palestinian territories","interim government in Western Asia, governing West Bank Areas A and B since 1994 and, until 2006, the Gaza Strip","http://www.wikidata.org/entity/Q42620",FALSE,NA,FALSE,NA,24,"Q42620",TRUE,TRUE
"26","Episcopal Church","Episcopal Church","","Anglican denomination in the United States","http://www.wikidata.org/entity/Q682443",FALSE,NA,FALSE,NA,23,"Q682443",TRUE,TRUE
"27","United States Navy","United States Navy","","maritime warfare branch of the United States' military","http://www.wikidata.org/entity/Q11220",FALSE,NA,FALSE,NA,23,"Q11220",TRUE,TRUE
"28","Confederate States of America","Confederate States of America","","De facto federal republic in North America from 1861 to 1865","http://www.wikidata.org/entity/Q81931",FALSE,NA,FALSE,NA,22,"Q81931",TRUE,TRUE
"29","Frank Wall","Frank Wall","","British herpatologist","http://www.wikidata.org/entity/Q1444403",FALSE,NA,FALSE,NA,22,"Q1444403",TRUE,TRUE
"30","Northwestern University","Northwestern University","","private research university with campuses in Evanston and Chicago, Illinois, United States","http://www.wikidata.org/entity/Q309350",FALSE,NA,FALSE,NA,22,"Q309350",TRUE,TRUE
"31","climate change","climate change","","change in the statistical distribution of weather patterns for an extended period, not necessarily current or recent","http://www.wikidata.org/entity/Q125928",FALSE,NA,FALSE,NA,20,"Q125928",TRUE,TRUE
"32","Climate Change","climate change","","change in the statistical distribution of weather patterns for an extended period, not necessarily current or recent","http://www.wikidata.org/entity/Q125928",FALSE,NA,FALSE,NA,20,"Q125928",TRUE,TRUE
"33","Homeland Security","United States Department of Homeland Security","Homeland Security","cabinet department of the United States federal government","http://www.wikidata.org/entity/Q11231",FALSE,NA,FALSE,NA,20,"Q11231",TRUE,TRUE
"34","Space Shuttle","Space Shuttle","","partially reusable launch system and spacecraft","http://www.wikidata.org/entity/Q48806",FALSE,NA,FALSE,NA,20,"Q48806",TRUE,TRUE
"35","death penalty","capital punishment","death penalty","legal process whereby a person is put to death by the state as a punishment for a crime","http://www.wikidata.org/entity/Q8454",FALSE,NA,FALSE,NA,19,"Q8454",TRUE,TRUE
"36","Fact Checker","Glenn Kessler","Fact Checker","American journalist","http://www.wikidata.org/entity/Q5568925",FALSE,NA,FALSE,NA,19,"Q5568925",TRUE,TRUE
"37","family history","genealogy","family history","study of families and the tracing of their lineages and history","http://www.wikidata.org/entity/Q47307",FALSE,NA,FALSE,NA,19,"Q47307",TRUE,TRUE
"38","New Delhi","New Delhi","","district of Delhi and Indian capital city","http://www.wikidata.org/entity/Q987",FALSE,NA,FALSE,NA,19,"Q987",TRUE,TRUE
"39","Emmy Award","Emmy Award","","television production award","http://www.wikidata.org/entity/Q123737",FALSE,NA,FALSE,NA,18,"Q123737",TRUE,TRUE
"40","Lilly Ledbetter","Lilly Ledbetter","","American businesswoman","http://www.wikidata.org/entity/Q6548365",FALSE,NA,FALSE,NA,18,"Q6548365",TRUE,TRUE
"41","Westminster Hall","Palace of Westminster","Westminster Hall","meeting place of the Parliament of the United Kingdom, located in London, England","http://www.wikidata.org/entity/Q62408",FALSE,NA,FALSE,NA,18,"Q62408",TRUE,TRUE
"42","St. John","Saint John","St. John","city in New Brunswick, Canada","http://www.wikidata.org/entity/Q203403",FALSE,NA,FALSE,NA,17,"Q203403",TRUE,TRUE
"43","Iraq War","Gulf War","Iraq War","1990–1991 war between Iraq and Coalition Forces","http://www.wikidata.org/entity/Q37643",FALSE,NA,FALSE,NA,16,"Q37643",TRUE,TRUE
"44","Pittsburgh Steelers","Pittsburgh Steelers","","professional American football team based in Pittsburgh, Pennsylvania","http://www.wikidata.org/entity/Q191477",FALSE,NA,FALSE,NA,16,"Q191477",TRUE,TRUE
"45","Super Bowl","Super Bowl","","National Football League (NFL) championship game","http://www.wikidata.org/entity/Q32096",FALSE,NA,FALSE,NA,16,"Q32096",TRUE,TRUE
"46","Winter Olympics","Winter Olympic Games","Winter Olympics","major international sporting event","http://www.wikidata.org/entity/Q82414",FALSE,NA,FALSE,NA,16,"Q82414",TRUE,TRUE
"47","Herald Tribune","International New York Times","Herald Tribune","English-language international newspaper","http://www.wikidata.org/entity/Q678086",FALSE,NA,FALSE,NA,15,"Q678086",TRUE,TRUE
"48","International Herald Tribune","International New York Times","International Herald Tribune","English-language international newspaper","http://www.wikidata.org/entity/Q678086",FALSE,NA,FALSE,NA,15,"Q678086",TRUE,TRUE
"49","National Convention","National Convention","","single-chamber assembly in France from 21 September 1792 to 26 October 1795","http://www.wikidata.org/entity/Q219825",FALSE,NA,FALSE,NA,15,"Q219825",TRUE,TRUE
"50","Renewable Energy","renewable energy","","energy that is collected from renewable resources","http://www.wikidata.org/entity/Q12705",FALSE,NA,FALSE,NA,15,"Q12705",TRUE,TRUE
"51","Wall Street","Wall Street","","1987 film by Oliver Stone","http://www.wikidata.org/entity/Q332348",FALSE,NA,FALSE,NA,15,"Q332348",TRUE,TRUE
"52","Central Asia","Central Asia","","core region of the Asian continent","http://www.wikidata.org/entity/Q27275",FALSE,NA,FALSE,NA,14,"Q27275",TRUE,TRUE
"53","coal mining","coal mining","","process of getting coal out of the ground","http://www.wikidata.org/entity/Q12880211",FALSE,NA,FALSE,NA,14,"Q12880211",TRUE,TRUE
"54","Eastern Europe","Eastern Europe","","eastern part of the European continent","http://www.wikidata.org/entity/Q27468",FALSE,NA,FALSE,NA,14,"Q27468",TRUE,TRUE
"55","Elementary School","primary school","elementary school","school in which children receive primary or elementary education from the age of about five to twelve","http://www.wikidata.org/entity/Q9842",FALSE,NA,FALSE,NA,14,"Q9842",TRUE,TRUE
"56","gay marriage","same-sex marriage","gay marriage","marriage of persons of the same sex or gender identity","http://www.wikidata.org/entity/Q17422",FALSE,NA,FALSE,NA,14,"Q17422",TRUE,TRUE
"57","health care","health care","","prevention of disease and promotion of wellbeing","http://www.wikidata.org/entity/Q31207",FALSE,NA,FALSE,NA,14,"Q31207",TRUE,TRUE
"58","Health care","health care","","prevention of disease and promotion of wellbeing","http://www.wikidata.org/entity/Q31207",FALSE,NA,FALSE,NA,14,"Q31207",TRUE,TRUE
"59","Health Care","health care","","prevention of disease and promotion of wellbeing","http://www.wikidata.org/entity/Q31207",FALSE,NA,FALSE,NA,14,"Q31207",TRUE,TRUE
"60","national debt","central government debt","national debt","debt owed by a central government","http://www.wikidata.org/entity/Q12695",FALSE,NA,FALSE,NA,14,"Q12695",TRUE,TRUE
"61","Sekolah Dasar","primary school","sekolah dasar","school in which children receive primary or elementary education from the age of about five to twelve","http://www.wikidata.org/entity/Q9842",FALSE,NA,FALSE,NA,14,"Q9842",TRUE,TRUE
"62","Space Shuttle Challenger","Challenger","Space Shuttle Challenger","space shuttle orbiter","http://www.wikidata.org/entity/Q54382",FALSE,NA,FALSE,NA,14,"Q54382",TRUE,TRUE
"63","stem cell","stem cell","","undifferentiated biological cells that can differentiate into specialized cells","http://www.wikidata.org/entity/Q48196",FALSE,NA,FALSE,NA,14,"Q48196",TRUE,TRUE
"64","automotive industry","automotive industry","","range of organizations associated with motor vehicles, such as automobiles, trucks and motorcycles","http://www.wikidata.org/entity/Q190117",FALSE,NA,FALSE,NA,13,"Q190117",TRUE,TRUE
"65","manufacturing industry","manufacturing","manufacturing industry","industrial activity producing goods for sale using labor and machines","http://www.wikidata.org/entity/Q187939",FALSE,NA,FALSE,NA,13,"Q187939",TRUE,TRUE
"66","Religious Freedom","freedom of religion","religious freedom","freedom practicing of religion","http://www.wikidata.org/entity/Q171899",FALSE,NA,FALSE,NA,13,"Q171899",TRUE,TRUE
"67","social change","social change","","role of social change in society","http://www.wikidata.org/entity/Q1510761",FALSE,NA,FALSE,NA,13,"Q1510761",TRUE,TRUE
"68","civil rights","civil and political rights","civil rights","rights preventing the infringement of personal freedom by other social actors","http://www.wikidata.org/entity/Q191600",FALSE,NA,FALSE,NA,12,"Q191600",TRUE,TRUE
"69","Civil Rights","civil and political rights","civil rights","rights preventing the infringement of personal freedom by other social actors","http://www.wikidata.org/entity/Q191600",FALSE,NA,FALSE,NA,12,"Q191600",TRUE,TRUE
"70","Economic policy","economic policy","","refers to the actions that governments take in the economic field","http://www.wikidata.org/entity/Q582577",FALSE,NA,FALSE,NA,12,"Q582577",TRUE,TRUE
"71","Federal Savings Bank","Federal Savings Bank","","Brazilian government-owned financial institution","http://www.wikidata.org/entity/Q835283",FALSE,NA,FALSE,NA,12,"Q835283",TRUE,TRUE
"72","foreign policy","foreign policy","","government's strategy in relating with other nations","http://www.wikidata.org/entity/Q181648",FALSE,NA,FALSE,NA,12,"Q181648",TRUE,TRUE
"73","Foreign policy","foreign policy","","government's strategy in relating with other nations","http://www.wikidata.org/entity/Q181648",FALSE,NA,FALSE,NA,12,"Q181648",TRUE,TRUE
"74","Secret Service","Secret Service","","Swedish band","http://www.wikidata.org/entity/Q1523567",FALSE,NA,FALSE,NA,12,"Q1523567",TRUE,TRUE
"75","Special Forces","Special Forces","","United States Army special operations service branch","http://www.wikidata.org/entity/Q482421",FALSE,NA,FALSE,NA,12,"Q482421",TRUE,TRUE
"76","United States Bureau of Justice Statistics","United States Bureau of Justice Statistics","","","http://www.wikidata.org/entity/Q3791513",FALSE,NA,FALSE,NA,12,"Q3791513",TRUE,TRUE
"77","Vice President of the United States","Vice President of the United States","","second-highest executive officer of the Federal Government of the United States; president of the United States Senate","http://www.wikidata.org/entity/Q11699",FALSE,NA,FALSE,NA,12,"Q11699",TRUE,TRUE
"78","Environmental policy","environmental policy","","the totality of the government efforts to promoting the protection of the natural environment","http://www.wikidata.org/entity/Q919526",FALSE,NA,FALSE,NA,11,"Q919526",TRUE,TRUE
"79","Gallup Organization","Gallup","Gallup Organization","American research-based, global performance-management consulting company","http://www.wikidata.org/entity/Q65358",FALSE,NA,FALSE,NA,11,"Q65358",TRUE,TRUE
"80","greenhouse gas","greenhouse gas","","gas in an atmosphere of a planet (usually Earth) that absorbs and emits radiation within the thermal infrared range and causes the greenhouse effect","http://www.wikidata.org/entity/Q167336",FALSE,NA,FALSE,NA,11,"Q167336",TRUE,TRUE
"81","health coverage","health insurance","health coverage","insurance for medical and health care costs","http://www.wikidata.org/entity/Q334911",FALSE,NA,FALSE,NA,11,"Q334911",TRUE,TRUE
"82","health insurance","health insurance","","insurance for medical and health care costs","http://www.wikidata.org/entity/Q334911",FALSE,NA,FALSE,NA,11,"Q334911",TRUE,TRUE
"83","Health Insurance","health insurance","","insurance for medical and health care costs","http://www.wikidata.org/entity/Q334911",FALSE,NA,FALSE,NA,11,"Q334911",TRUE,TRUE
"84","Hobby Lobby","Hobby Lobby","","American arts-and-crafts store chain based in Oklahoma","http://www.wikidata.org/entity/Q5874938",FALSE,NA,FALSE,NA,11,"Q5874938",TRUE,TRUE
"85","income tax","income tax","","tax imposed on individuals or entities (taxpayers) that varies with respective income or profits (taxable income).","http://www.wikidata.org/entity/Q179222",FALSE,NA,FALSE,NA,11,"Q179222",TRUE,TRUE
"86","Manchester Arena","Manchester Arena","","event arena in Manchester, England","http://www.wikidata.org/entity/Q1461465",FALSE,NA,FALSE,NA,11,"Q1461465",TRUE,TRUE
"87","New Year","New Year","","first day of a calendar year, in particular, January 1 in the Julian and Gregorian calendar","http://www.wikidata.org/entity/Q34812",FALSE,NA,FALSE,NA,11,"Q34812",TRUE,TRUE
"88","search engine","search engine","","application that collects and allows the searching of information on a computer system","http://www.wikidata.org/entity/Q19541",FALSE,NA,FALSE,NA,11,"Q19541",TRUE,TRUE
